168,17.58,6.99
168,12.43,7.00
168,13.30,6.84
168,10.75,7.04
168,14.53,6.65
168,13.39,6.99
168,14.41,6.87
168,13.39,6.74
168,13.54,6.83
168,14.39,6.89
168,11.82,6.95
168,14.61,6.77
168,11.31,6.83
168,16.37,6.87
168,14.44,6.91
168,11.17,6.80
168,15.31,7.12
168,12.96,7.00
162,11.24,6.44
162,8.65,6.31
162,10.12,5.76
162,8.26,5.68
162,8.89,5.83
162,8.04,5.66
162,11.72,5.60
162,7.99,5.61
162,13.49,5.53
162,12.52,5.56
162,12.91,5.69
162,14.80,5.55
162,14.00,5.50
162,13.61,5.51
162,12.81,5.42
162,12.11,5.40
162,13.49,5.26
162,15.14,5.16
162,14.05,5.28
162,13.98,5.26
162,14.19,5.18
162,14.61,5.30
162,12.55,5.37
162,15.72,5.19
162,14.39,5.31
162,13.20,5.34
162,14.90,5.14
162,14.70,5.13
156,16.18,4.79
156,901.30,4.48
156,14.10,4.25
156,10.97,4.49
156,13.10,4.30
156,12.38,4.31
156,12.35,4.33
156,13.76,4.30
156,12.91,4.52
156,15.48,4.46
156,13.49,4.35
156,14.29,4.34
156,14.82,4.27
156,13.18,4.49
156,15.04,4.46
156,13.13,4.34
156,13.78,4.48
156,13.49,4.25
156,10.49,4.50
156,15.26,4.41
156,10.39,4.43
150,11.70,4.21
150,8.43,4.11
150,6.95,3.99
150,2.01,3.77
150,3.39,3.65
150,1.67,3.90
150,3.37,3.77
150,4.58,3.77
150,3.32,3.75
150,4.48,3.67
150,1.74,3.67
150,1.26,3.82
150,3.85,3.78
150,3.20,3.80
150,2.35,3.76
150,3.83,3.85
150,4.34,3.76
150,2.45,3.93
150,4.55,3.96
150,2.40,3.98
150,4.87,3.93
150,2.11,3.98
143,4.80,3.91
143,0.63,3.67
143,3.12,3.37
143,-1.89,3.33
143,-3.20,3.08
143,-6.01,3.12
143,-2.49,3.13
143,-2.45,3.13
143,-3.73,3.11
143,-2.86,3.23
143,-4.29,3.18
143,-4.12,3.08
143,-3.12,3.17
143,-3.39,3.18
143,-5.30,3.14
143,-4.99,3.14
143,-5.06,3.07
143,-6.35,3.03
143,-5.96,3.00
143,-5.01,3.11
143,-6.35,2.99
143,-5.98,2.99
143,-5.16,2.93
143,-5.84,3.03
143,-7.94,2.90
143,-9.33,3.12
143,-9.23,3.00
137,-6.44,2.70
137,-10.78,2.59
137,-11.46,2.37
137,-11.29,2.26
137,-13.73,2.43
137,-14.94,2.32
137,-15.60,2.33
137,-15.33,2.13
137,-14.48,2.14
137,-15.36,2.18
137,-14.92,2.05
137,-14.90,2.23
137,-14.07,2.20
137,-18.55,2.30
137,-14.15,2.28
137,-15.82,2.35
137,-16.95,2.29
137,-17.44,2.26
137,-16.25,2.21
137,-18.19,2.28
137,-17.49,1.97
137,-17.32,2.17
137,-17.22,2.14
137,-18.84,2.26
137,-17.63,2.13
137,-18.63,2.08
131,-13.88,1.71
131,-16.23,1.36
131,-19.45,1.25
131,-21.70,1.21
131,-19.76,1.18
131,-19.79,1.03
131,-23.30,1.10
131,-20.18,1.00
131,-21.00,1.12
131,-21.27,0.91
131,-21.19,1.02
131,-20.76,0.97
131,-22.94,0.99
131,-21.87,0.97
131,-20.37,0.98
131,-21.31,0.97
131,-21.19,1.05
131,-20.13,0.94
131,-21.39,1.03
131,-21.02,0.98
131,-20.95,-4732.19
131,-21.15,1.10
125,-22.62,0.86
125,-21.75,1.03
125,-22.21,0.97
125,-19.69,0.91
125,-21.22,0.89
125,-22.24,0.94
125,-20.95,0.86
125,-19.21,0.98
125,-21.19,0.86
125,-19.18,1.03
125,-22.70,0.88
125,-21.29,0.95
125,-19.84,0.80
125,-21.05,0.86
125,-22.72,0.96
125,-19.98,0.89
125,-20.22,0.82
125,-23.59,1.01
125,-19.72,0.91
125,-20.22,0.77
125,-19.60,1.00
125,-21.29,0.94
125,-22.40,0.98
125,-20.76,0.82
125,-22.70,0.90
125,-20.37,0.93
125,-21.68,0.74
125,-19.01,0.92
125,-21.63,0.75
125,-21.44,0.87
125,-21.53,0.81
125,-23.42,0.78
125,-20.27,0.86
125,-21.85,0.86
